word,tags1,tags2
星星,HSK 2,TOCFL 2
星期,HSK 1,TOCFL 1
星期天,HSK 1,TOCFL 1
星期日,HSK 1,TOCFL 1
星辰,TOCFL 5,
映,HSK 7,
春,TOCFL 2,
春假,TOCFL 4,
春天,HSK 2,TOCFL 1
春季,HSK 4,TOCFL 4
春節,HSK 2,TOCFL 3
昨天,HSK 1,TOCFL 1
是,HSK 1,TOCFL 1
是不是,HSK 1,
是否,HSK 4,TOCFL 4
是非,HSK 7,TOCFL 4
時,HSK 3,TOCFL 3
時不時,HSK 7,
時事,HSK 5,
時代,HSK 3,TOCFL 3
時候,HSK 1,TOCFL 1
時光,HSK 5,TOCFL 5
時刻,HSK 3,TOCFL 3
時好時壞,HSK 7,
時尚,HSK 7,
時差,TOCFL 5,
時常,HSK 5,TOCFL 4
時效,TOCFL 5,
時時,HSK 6,TOCFL 4
時期,HSK 6,TOCFL 4
時機,HSK 5,TOCFL 4
時段,HSK 7,
時空,HSK 7,
時節,HSK 6,TOCFL 5
時而,HSK 6,
時裝,HSK 6,
時速,HSK 7,
時間,HSK 1,TOCFL 2
時間表,HSK 7,
時隔,HSK 7,
時髦,HSK 7,TOCFL 5
晃,HSK 7,
晃蕩,HSK 7,
晉升,HSK 7,
晉級,TOCFL 5,
晒,TOCFL 3,
晚,HSK 1,TOCFL 2
晚上,HSK 1,TOCFL 1
晚報,HSK 2,
晚安,HSK 2,
晚年,HSK 7,
晚會,HSK 2,TOCFL 1
晚期,HSK 7,
晚輩,TOCFL 4,
晚間,HSK 7,
晚飯,HSK 1,
晚餐,HSK 2,
晚點,HSK 4,
晝夜,HSK 7,
普及,HSK 3,TOCFL 4
普通,HSK 2,TOCFL 4
普通人,HSK 7,
普通話,HSK 2,TOCFL 4
普遍,HSK 3,TOCFL 3
景,HSK 6,
景區,HSK 7,
景氣,TOCFL 5,
景物,TOCFL 5,
景色,HSK 3,TOCFL 4
景觀,HSK 7,TOCFL 5
景象,HSK 5,TOCFL 5
景點,HSK 6,
晴,HSK 2,TOCFL 3
晴天,HSK 2,TOCFL 2
晴朗,HSK 5,
晶瑩,HSK 7,
智力,HSK 4,TOCFL 5
智商,HSK 7,
智慧,HSK 6,TOCFL 3
智能,HSK 4,
暑假,HSK 4,TOCFL 2
暑期,HSK 7,TOCFL 4
暈,HSK 6,TOCFL 4
暈倒,HSK 7,
暈車,HSK 6,
暖,HSK 5,TOCFL 4
暖和,HSK 3,TOCFL 2
暖氣,HSK 4,TOCFL 4
暖烘烘,HSK 7,
暗,HSK 4,TOCFL 4
暗中,HSK 7,TOCFL 4
暗地裡,HSK 7,
暗暗,TOCFL 5,
暗殺,HSK 7,
暗示,HSK 4,
暢談,HSK 7,
暢通,HSK 6,
暢銷,HSK 7,TOCFL 5
暨,TOCFL 5,
暫,HSK 7,
暫停,HSK 5,
暫時,HSK 5,TOCFL 3
暴利,HSK 7,
暴力,HSK 6,TOCFL 4
暴躁,HSK 7,TOCFL 4
暴雨,HSK 6,TOCFL 5
暴露,HSK 6,TOCFL 5
暴風雨,HSK 6,
暴風驟雨,HSK 7,
曉得,HSK 6,TOCFL 4
曙光,HSK 7,
曝光,HSK 7,TOCFL 5
曠課,HSK 7,
曬,HSK 4,
曬太陽,HSK 7,TOCFL 4
曰,HSK 7,
曲,HSK 7,
曲折,HSK 7,TOCFL 4
曲線,HSK 7,
更,HSK 2,TOCFL 2
更加,HSK 3,TOCFL 3
更動,TOCFL 5,
更換,HSK 5,
更改,HSK 7,
更新,HSK 5,
更是,HSK 6,
更衣室,HSK 7,
書,HSK 1,TOCFL 1
書包,HSK 1,TOCFL 3
書寫,HSK 7,TOCFL 5
書店,HSK 1,TOCFL 2
書房,HSK 6,TOCFL 4
書本,TOCFL 5,
書架,HSK 3,TOCFL 3
書桌,HSK 5,TOCFL 2
書櫃,HSK 5,
書櫥,HSK 7,
書法,HSK 5,TOCFL 2
書籍,HSK 7,TOCFL 4
書記,HSK 7,
書面,HSK 7,TOCFL 5
曾,HSK 4,TOCFL 3
曾經,HSK 3,TOCFL 3
替,HSK 4,TOCFL 3
替代,HSK 4,TOCFL 5
替換,HSK 7,
替身,HSK 7,
會,HSK 1,TOCFL 1
會員,HSK 3,TOCFL 4
會場,HSK 7,TOCFL 3
會意,HSK 7,TOCFL 5
會晤,HSK 7,
會聚,HSK 7,
會見,HSK 6,TOCFL 5
會計,HSK 4,TOCFL 4
會診,HSK 7,
會話,TOCFL 3,
會談,HSK 5,TOCFL 5
會議,HSK 3,TOCFL 3
會長,HSK 6,
會面,HSK 7,
月,HSK 1,TOCFL 1
月亮,HSK 2,TOCFL 2
月份,HSK 2,
月光,TOCFL 4,
月分,TOCFL 4,
月初,HSK 7,
月台,TOCFL 5,
月底,HSK 4,
月球,HSK 5,TOCFL 4
月票,HSK 7,
月餅,HSK 5,TOCFL 3
有,HSK 1,TOCFL 1
有一些,HSK 1,
有一點,TOCFL 3,
有一點兒,TOCFL 3,
有事,HSK 6,
有些,TOCFL 4,
有人,HSK 2,
有兩下子,HSK 7,
有利,HSK 3,TOCFL 4
有利於,HSK 5,
有力,HSK 5,TOCFL 4
有助於,HSK 7,
有勁,HSK 4,
有口無心,HSK 7,
有名,HSK 1,TOCFL 3
有害,HSK 5,
有幸,HSK 7,
有序,HSK 7,
有形,TOCFL 5,
有待,HSK 7,
有心人,TOCFL 5,
有意,HSK 7,TOCFL 5
有意思,HSK 2,TOCFL 3
有所,HSK 7,TOCFL 5
有所不同,HSK 7,
有效,HSK 3,TOCFL 3
有效期,HSK 7,
有時候,HSK 1,TOCFL 1
有望,HSK 7,
有朝一日,HSK 7,
有機,HSK 7,TOCFL 5
有毒,HSK 5,
有沒有,HSK 6,
有為,TOCFL 5,
有理,TOCFL 5,
有用,HSK 1,TOCFL 2
有的,HSK 1,TOCFL 3
有的放矢,HSK 7,
有的是,HSK 3,
有益,HSK 7,TOCFL 5
有空,HSK 2,TOCFL 2
有空兒,TOCFL 2,
有緣,TOCFL 5,
有聲有色,HSK 7,
有著,HSK 5,
有趣,HSK 4,TOCFL 1
有錢,TOCFL 3,
有關,HSK 6,TOCFL 4
有限,HSK 4,TOCFL 5
有點,TOCFL 3,
有點兒,HSK 2,TOCFL 3
朋友,HSK 1,TOCFL 1
服,HSK 6,TOCFL 4
服刑,TOCFL 5,
服務,HSK 2,TOCFL 2
服務員,TOCFL 2,
服務器,HSK 7,
服務生,TOCFL 2,
服從,HSK 5,TOCFL 5
服用,HSK 7,
服裝,HSK 3,TOCFL 3
服飾,HSK 7,TOCFL 5
朗誦,HSK 7,TOCFL 5
朗讀,HSK 5,TOCFL 5
望,HSK 7,TOCFL 4
望見,HSK 6,
望遠鏡,HSK 7,
朝,HSK 3,TOCFL 4
朝三暮四,HSK 7,
朝代,HSK 7,
朝夕相處,HSK 7,
朝氣,TOCFL 5,
朝氣蓬勃,HSK 7,
朝著,HSK 7,
期,HSK 3,TOCFL 3
期中,HSK 4,
期待,HSK 4,TOCFL 5
期望,HSK 5,TOCFL 5
期末,HSK 4,
期盼,HSK 7,
期貨,TOCFL 5,
期間,HSK 4,TOCFL 3
期限,HSK 4,TOCFL 4
朦朧,HSK 7,
木,TOCFL 3,
木偶,HSK 7,TOCFL 5
木刻,TOCFL 5,
木匠,HSK 7,
木料,TOCFL 5,
木材,HSK 7,TOCFL 5
木板,HSK 7,
木頭,HSK 3,TOCFL 3
未,HSK 7,TOCFL 4
未來,HSK 4,TOCFL 3
未免,HSK 7,TOCFL 5
未婚,TOCFL 4,
未婚夫,TOCFL 5,
未婚妻,TOCFL 5,
未必,HSK 4,TOCFL 5
未成年人,HSK 7,
未知數,HSK 7,
未經,HSK 7,
末,HSK 4,TOCFL 5
末日,HSK 7,
末期,TOCFL 5,
本,HSK 1,TOCFL 1
本事,HSK 3,TOCFL 5
本人,HSK 5,TOCFL 3
本位,TOCFL 5,
本來,HSK 3,TOCFL 2
本分,HSK 7,
本土,HSK 6,TOCFL 4
本地,HSK 6,
本子,HSK 1,TOCFL 3
本性,HSK 7,TOCFL 5
本意,HSK 7,
本期,HSK 6,
本科,HSK 4,
本能,HSK 7,
本色,HSK 7,
本著,HSK 7,
本質,HSK 6,TOCFL 5
本身,HSK 6,TOCFL 4
本錢,HSK 7,
本領,HSK 3,TOCFL 4
朱紅,HSK 7,
朵,HSK 5,TOCFL 3
杆,HSK 6,
材料,HSK 4,TOCFL 3
村,HSK 3,
村莊,HSK 6,
杜絕,HSK 7,
束,HSK 3,TOCFL 4
束縛,HSK 7,TOCFL 5
杠鈴,HSK 7,
杯,HSK 1,TOCFL 1
杯子,HSK 1,TOCFL 1
東,HSK 1,TOCFL 2
東北,HSK 2,TOCFL 3
東南,HSK 2,TOCFL 3
東奔西走,HSK 7,
東張西望,HSK 7,
東方,HSK 2,TOCFL 3
東西,HSK 1,TOCFL 1
東道主,HSK 7,
東邊,HSK 1,TOCFL 2
東部,HSK 3,TOCFL 2
松,HSK 4,
松樹,HSK 4,TOCFL 5
板,HSK 3,
板塊,HSK 7,
枕頭,HSK 7,TOCFL 4
枚,HSK 7,TOCFL 5
果園,HSK 7,
果實,HSK 4,TOCFL 5
果斷,HSK 7,TOCFL 5
果樹,HSK 6,TOCFL 5
果汁,HSK 3,TOCFL 1
果然,HSK 3,TOCFL 4
果真,HSK 7,TOCFL 5
果醬,HSK 6,
枝,HSK 6,TOCFL 2
枯燥,HSK 7,
架,HSK 3,TOCFL 3
架勢,HSK 7,
架子,HSK 7,TOCFL 5
架構,TOCFL 5,
枷鎖,TOCFL 5,
柄,TOCFL 5,
柏樹,HSK 7,
某,HSK 3,TOCFL 3
某些,TOCFL 5,
染,HSK 5,TOCFL 4
染料,TOCFL 5,
柔和,HSK 7,
柔軟,HSK 7,TOCFL 5
柞,HSK 7,
查,HSK 2,TOCFL 3
查出,HSK 6,
查找,HSK 7,
查明,HSK 7,TOCFL 5
查看,HSK 6,
查處,HSK 7,
查詢,HSK 5,
柱,HSK 7,
柱子,HSK 6,TOCFL 5
柳樹,HSK 7,TOCFL 5
柿子,HSK 7,
校友,TOCFL 4,
校園,HSK 2,TOCFL 2
校車,TOCFL 4,
校長,HSK 2,TOCFL 2
株,HSK 7,TOCFL 5
核,HSK 7,
核准,TOCFL 5,
核子,TOCFL 5,
核定,TOCFL 5,
核實,HSK 7,
核對,HSK 7,TOCFL 5
核心,HSK 6,
核桃,HSK 7,
核武器,HSK 7,
核算,TOCFL 5,
核能,HSK 7,
核電站,HSK 7,
根,HSK 4,TOCFL 3
根基,HSK 7,
根據,HSK 4,TOCFL 3
根本,HSK 3,TOCFL 4
根治,HSK 7,
根深蒂固,HSK 7,
根源,HSK 7,TOCFL 5
格,HSK 7,
格外,HSK 4,TOCFL 5
格局,HSK 7,TOCFL 5
格式,HSK 7,TOCFL 5
格格不入,HSK 7,
栽,HSK 7,TOCFL 5
栽培,HSK 7,
桂花,HSK 7,
桃,HSK 5,
桃子,TOCFL 4,
桃樹,HSK 5,
桃花,HSK 5,
框,HSK 7,
框架,HSK 7,
案件,HSK 7,TOCFL 5
案子,TOCFL 5,
案情,TOCFL 5,
桌,TOCFL 1,
桌子,HSK 1,TOCFL 1
桌球,TOCFL 5,
桑拿,HSK 7,
桶,HSK 7,TOCFL 4
梅花,HSK 6,TOCFL 4
條,HSK 2,TOCFL 2
條件,HSK 2,TOCFL 3
條例,HSK 7,TOCFL 5
條款,HSK 7,
條約,HSK 7,TOCFL 4
梨,HSK 5,TOCFL 4
梨子,TOCFL 4,
梯子,HSK 7,
梳,HSK 7,TOCFL 5
梳子,HSK 7,
梳理,HSK 7,
棄權,TOCFL 5,
棉,HSK 6,TOCFL 4
棉花,HSK 7,TOCFL 4
棉被,TOCFL 4,
棋,HSK 7,TOCFL 4
棋子,HSK 7,
棍,HSK 7,
棍子,HSK 7,TOCFL 5
棒,HSK 5,TOCFL 3
棒子,TOCFL 4,
棒球,HSK 7,TOCFL 1
棗,HSK 7,
棘手,HSK 7,
棟,HSK 7,TOCFL 4
棟梁,HSK 7,
森林,HSK 4,TOCFL 2
棱角,HSK 7,
棵,HSK 4,TOCFL 3
棺材,HSK 7,TOCFL 5
椅子,HSK 2,TOCFL 1
植物,HSK 4,TOCFL 3
椰子,HSK 7,
楊樹,HSK 7,
業,HSK 7,
業務,HSK 5,TOCFL 4
業績,HSK 7,TOCFL 5
業餘,HSK 4,TOCFL 4
極,HSK 4,TOCFL 3
極了,HSK 3,TOCFL 3
極其,HSK 4,TOCFL 4
極力,HSK 7,TOCFL 5
極少數,HSK 7,
極度,HSK 7,
極為,HSK 7,TOCFL 5
極端,HSK 6,TOCFL 5
極限,HSK 7,
楷模,HSK 7,
概,TOCFL 5,
概念,HSK 3,TOCFL 3
概括,HSK 4,TOCFL 5
概況,HSK 7,TOCFL 5
概率,HSK 7,
概論,HSK 7,
榜樣,HSK 7,TOCFL 3
榮幸,HSK 7,TOCFL 4
榮獲,HSK 7,
榮譽,HSK 7,TOCFL 5
構建,HSK 6,
構思,HSK 7,
構想,HSK 7,TOCFL 5
構成,HSK 4,TOCFL 4
構造,HSK 4,TOCFL 4
槍,HSK 5,TOCFL 4
槍斃,HSK 7,
槐樹,HSK 7,
槽,HSK 7,
樁,HSK 7,
樂,HSK 3,TOCFL 3
樂器,HSK 7,TOCFL 2
樂園,HSK 7,
樂團,TOCFL 3,
樂意,HSK 7,TOCFL 4
樂曲,HSK 6,
樂觀,HSK 3,TOCFL 3
樂趣,HSK 4,TOCFL 3
樂隊,HSK 3,TOCFL 5
樓,HSK 1,TOCFL 1
樓上,HSK 1,TOCFL 1
樓下,HSK 1,TOCFL 1
樓房,HSK 6,TOCFL 5
樓梯,HSK 4,TOCFL 2
樓道,HSK 6,
標,HSK 7,
標志,HSK 4,
標本,HSK 7,
標榜,HSK 7,
標準,HSK 3,TOCFL 3
標示,HSK 7,
標簽,HSK 7,
標籤,TOCFL 5,
標致,HSK 7,
標誌,TOCFL 4,
標語,HSK 7,TOCFL 5
標題,HSK 3,TOCFL 4
樞紐,HSK 7,
模仿,HSK 5,TOCFL 4
模具,TOCFL 5,
模型,HSK 4,TOCFL 4
模式,HSK 5,TOCFL 5
模擬,HSK 7,
模樣,HSK 5,TOCFL 4
模特兒,HSK 4,
模範,HSK 5,TOCFL 5
模糊,HSK 5,TOCFL 4
樣,HSK 6,TOCFL 3
樣品,HSK 7,TOCFL 4
樣子,HSK 2,TOCFL 2
樣本,HSK 7,
樣樣,TOCFL 3,
樸實,HSK 7,
樸素,HSK 7,TOCFL 5
樹,HSK 1,TOCFL 1
樹木,HSK 7,TOCFL 3
樹林,HSK 4,TOCFL 4
樹枝,HSK 7,
樹梢,HSK 7,
樹立,HSK 7,
樹苗,TOCFL 5,
樹葉,HSK 4,
樹蔭,HSK 7,
橋,HSK 3,TOCFL 2
橋梁,HSK 6,
橋樑,TOCFL 5,
橘子,HSK 7,TOCFL 3
橙汁,HSK 7,
機制,TOCFL 5,
機動,HSK 7,TOCFL 5
機動車,HSK 6,
機器,HSK 3,TOCFL 3
機器人,HSK 5,TOCFL 5
機場,HSK 1,TOCFL 1
機密,HSK 7,TOCFL 5
機智,HSK 7,
機會,HSK 2,TOCFL 2
機械,HSK 6,TOCFL 4
機構,HSK 4,TOCFL 4
機率,TOCFL 5,
機票,HSK 1,TOCFL 4
機艙,HSK 7,
機製,HSK 5,
機警,TOCFL 5,
機車,TOCFL 3,
機遇,HSK 4,
機關,HSK 6,TOCFL 4
機靈,HSK 7,
橡皮,HSK 7,
橡膠,HSK 7,
橫,HSK 6,TOCFL 4
橫七豎八,HSK 7,
橫向,HSK 7,
檔,HSK 6,
檔案,HSK 6,TOCFL 4
檔次,HSK 7,
檢察,HSK 7,
檢查,HSK 2,TOCFL 2
檢測,HSK 4,
檢討,HSK 7,TOCFL 5
檢驗,HSK 5,TOCFL 4
檯燈,HSK 6,
檯球,HSK 7,
櫃子,HSK 5,TOCFL 3
櫃檯,HSK 7,TOCFL 4
櫻桃,TOCFL 5,
欄,HSK 7,TOCFL 5
欄杆,HSK 7,
欄目,HSK 6,
權,HSK 6,
權利,HSK 4,TOCFL 4
權力,HSK 6,TOCFL 5
權威,HSK 7,TOCFL 5
權益,HSK 7,TOCFL 5
權衡,HSK 7,
欠,HSK 5,TOCFL 4
欠條,HSK 7,
欠缺,HSK 7,
次,HSK 1,TOCFL 1
次數,HSK 6,TOCFL 4
次日,HSK 7,
次要,TOCFL 5,
欣喜,HSK 7,
欣慰,HSK 7,
欣欣向榮,HSK 7,
欣賞,HSK 5,TOCFL 3
欸,TOCFL 5,
欺侮,TOCFL 5,
欺詐,HSK 7,
欺負,HSK 6,TOCFL 3
欺騙,HSK 7,TOCFL 4
欽佩,HSK 7,TOCFL 5
款,TOCFL 5,
款式,HSK 7,TOCFL 5
款待,TOCFL 5,
款項,HSK 7,
歇,HSK 5,TOCFL 4
歉意,HSK 7,TOCFL 4
歌,HSK 1,TOCFL 2
歌劇,HSK 7,TOCFL 4
歌唱,HSK 6,TOCFL 5
歌手,HSK 3,TOCFL 5
歌星,HSK 6,TOCFL 3
歌曲,HSK 5,TOCFL 3
歌聲,HSK 3,
歌舞,HSK 7,
歌詞,HSK 6,
歌詠,HSK 7,
歌迷,HSK 3,
歌頌,HSK 7,TOCFL 5
歐洲,TOCFL 5,
歡呼,HSK 7,TOCFL 4
歡喜,TOCFL 4,
歡快,HSK 7,
歡樂,HSK 3,TOCFL 4
歡聚,HSK 7,
歡聲笑語,HSK 7,
歡迎,HSK 2,TOCFL 1
歡送,TOCFL 5,
止,HSK 6,TOCFL 4
止咳,HSK 7,
止步,HSK 7,
止血,HSK 7,
正,HSK 1,TOCFL 3
正在,HSK 1,TOCFL 2
正好,HSK 2,TOCFL 4
正如,HSK 5,
正宗,HSK 7,
正常,HSK 2,TOCFL 3
正式,HSK 3,TOCFL 3
正方形,TOCFL 4,
正是,HSK 2,
正月,TOCFL 4,
正版,HSK 5,
正當,HSK 6,TOCFL 5
正直,HSK 7,
正確,HSK 2,TOCFL 3
正視,HSK 7,
正統,TOCFL 5,
正經,TOCFL 4,
正義,HSK 5,TOCFL 5
正能量,HSK 7,
正規,HSK 5,TOCFL 4
正面,HSK 7,TOCFL 4
此,HSK 4,TOCFL 3
此事,HSK 6,
此刻,HSK 5,TOCFL 5
此前,HSK 6,
此外,HSK 4,TOCFL 4
此後,HSK 5,
此時,HSK 5,
此次,HSK 6,
此致,HSK 6,
此處,HSK 6,
此起彼伏,HSK 7,
步,HSK 3,TOCFL 4
步伐,HSK 7,
步入,HSK 7,
步行,HSK 4,
步調,TOCFL 5,
步驟,HSK 7,TOCFL 5
武力,HSK 7,TOCFL 5
武器,HSK 3,TOCFL 4
武士,TOCFL 5,
武術,HSK 3,TOCFL 4
武裝,HSK 7,TOCFL 5
歧視,HSK 7,TOCFL 4
歪,HSK 7,TOCFL 4
歪曲,HSK 7,
歲,TOCFL 1,
歲數,HSK 6,TOCFL 4
歲月,HSK 5,TOCFL 5
歷來,HSK 7,TOCFL 5
歷史,HSK 4,TOCFL 1
歷屆,HSK 7,TOCFL 5
歷年,TOCFL 5,
歷時,HSK 7,
歷程,HSK 7,
歷經,HSK 7,
歸,HSK 4,TOCFL 5
歸來,HSK 7,
歸宿,HSK 7,
歸屬,HSK 7,
歸根到底,HSK 7,
歸納,HSK 7,TOCFL 5
歸結,HSK 7,
歸還,HSK 7,TOCFL 5
歹徒,HSK 7,TOCFL 5
死,HSK 3,TOCFL 2
死亡,HSK 6,TOCFL 4
死心,HSK 7,
死心塌地,HSK 7,
殖民,TOCFL 5,
殖民地,TOCFL 3,
殘,HSK 7,
殘忍,HSK 7,
殘暴,TOCFL 5,
殘殺,TOCFL 5,
殘留,HSK 7,
殘疾,HSK 6,
殘疾人,HSK 6,
殘缺,HSK 7,
殘酷,HSK 6,TOCFL 5
殲滅,HSK 7,
段,HSK 2,TOCFL 3
段落,HSK 7,
殷勤,HSK 7,
殺,HSK 5,TOCFL 3
殺價,TOCFL 4,
殺害,HSK 7,
殺手,HSK 7,
殺毒,HSK 5,
殼,HSK 7,TOCFL 5
殿堂,HSK 7,
毀,HSK 6,TOCFL 5
毀壞,HSK 7,
毀損,TOCFL 5,
毀滅,HSK 7,
毅力,HSK 7,TOCFL 5
毅然,HSK 7,
毆打,HSK 7,
母,HSK 6,
母女,HSK 6,
母子,HSK 6,
母親,HSK 3,TOCFL 2
母語,TOCFL 5,
母雞,HSK 6,
每,HSK 3,TOCFL 1
每每,TOCFL 5,
每當,HSK 7,
每逢,HSK 7,
毒,HSK 5,TOCFL 4
毒品,HSK 6,TOCFL 3
比,HSK 1,TOCFL 1
比不上,HSK 7,
比例,HSK 3,TOCFL 4
比分,HSK 4,
比喻,HSK 7,TOCFL 5
比如,HSK 2,TOCFL 3
比如說,HSK 2,TOCFL 3
比擬,TOCFL 5,
比方,HSK 5,TOCFL 4
比比皆是,HSK 7,
比率,TOCFL 5,
比試,HSK 7,
比賽,HSK 3,TOCFL 1
比起,HSK 7,
比較,HSK 3,TOCFL 2
比重,HSK 5,TOCFL 5
毛,HSK 1,TOCFL 2
毛巾,HSK 4,TOCFL 4
毛毯,TOCFL 5,
毛病,HSK 3,TOCFL 3
毛筆,HSK 5,TOCFL 2
毛衣,HSK 4,TOCFL 2
毫不,HSK 7,TOCFL 5
毫不猶豫,HSK 7,
毫升,HSK 4,
毫無,HSK 7,TOCFL 4
毫米,HSK 4,
毯子,HSK 7,TOCFL 4
民主,HSK 6,TOCFL 4
民俗,HSK 7,TOCFL 5
民國,TOCFL 3,
民工,HSK 6,
民意,HSK 6,
民族,HSK 3,TOCFL 3
民歌,HSK 6,
民營,TOCFL 5,
民用,HSK 7,
民眾,HSK 7,TOCFL 4
民謠,TOCFL 4,
民警,HSK 6,
民辦,HSK 7,
民間,HSK 3,TOCFL 4
氛圍,HSK 7,
氣,HSK 2,TOCFL 3
氣候,HSK 3,TOCFL 4
氣勢,HSK 7,TOCFL 5
氣味,HSK 7,TOCFL 4
氣壓,TOCFL 5,
氣息,HSK 7,TOCFL 4
氣憤,HSK 7,TOCFL 4
氣概,TOCFL 5,
氣氛,HSK 6,TOCFL 4
氣泡,HSK 7,
氣派,HSK 7,TOCFL 5
氣溫,HSK 2,TOCFL 3
氣球,HSK 4,
氣管,HSK 7,TOCFL 5
氣象,HSK 5,TOCFL 4
氣質,HSK 7,
氣餒,HSK 7,
氣體,HSK 5,TOCFL 5
氣魄,HSK 7,
氧,HSK 7,
氧氣,HSK 6,TOCFL 4
水,HSK 1,TOCFL 1
水分,HSK 5,TOCFL 4
水利,HSK 7,
水力,TOCFL 5,
水域,HSK 7,
水壺,HSK 7,
水平,HSK 2,TOCFL 3
水庫,HSK 5,TOCFL 5
水手,HSK 7,
水晶,HSK 7,TOCFL 5
水果,HSK 1,TOCFL 1
水槽,HSK 7,
水泥,HSK 6,TOCFL 5
水源,HSK 7,TOCFL 5
水準,HSK 7,TOCFL 3
水溫,HSK 7,
水漲船高,HSK 7,
水災,HSK 5,TOCFL 4
水蒸氣,TOCFL 5,
水產品,HSK 5,
水稻,HSK 7,TOCFL 5
水管,HSK 7,
水落石出,HSK 7,
水貨,HSK 7,
水道,TOCFL 5,
水靈靈,HSK 7,
水面,HSK 7,
水餃,TOCFL 3,
水龍頭,HSK 7,
永不,HSK 7,
永久,HSK 7,
永恆,HSK 7,
永遠,HSK 2,TOCFL 2
汁,HSK 7,
求,HSK 2,TOCFL 3
求助,HSK 7,TOCFL 5
求婚,HSK 7,TOCFL 4
求學,HSK 7,TOCFL 5
求救,HSK 7,
求職,HSK 6,
求證,HSK 7,
求醫,HSK 7,
汗,HSK 5,TOCFL 4
汗水,HSK 7,
汙染,TOCFL 4,
江,HSK 4,TOCFL 4
池,TOCFL 5,
池塘,HSK 7,
池子,HSK 5,TOCFL 5
污染,HSK 5,
污水,HSK 5,
污穢,HSK 7,
汪洋,HSK 7,
汲取,TOCFL 5,
決,TOCFL 4,
決不,HSK 5,
決定,HSK 3,TOCFL 1
決心,HSK 3,TOCFL 4
決策,HSK 6,
決議,HSK 7,TOCFL 5
決賽,HSK 3,TOCFL 5
汽水,HSK 4,TOCFL 3
汽油,HSK 4,TOCFL 4
汽車,HSK 1,TOCFL 2
沉,HSK 4,TOCFL 4
沉思,HSK 7,TOCFL 5
沉悶,HSK 7,
沉浸,HSK 7,
沉澱,HSK 7,
沉甸甸,HSK 7,
沉穩,HSK 7,
沉著,HSK 7,
沉迷,HSK 7,
沉重,HSK 4,TOCFL 5
沉默,HSK 4,TOCFL 5
沏,HSK 7,
沐浴,TOCFL 5,
沐浴露,HSK 7,
沒,HSK 1,TOCFL 1
沒事兒,HSK 1,
沒什麼,HSK 1,TOCFL 3
沒勁,HSK 7,
沒完沒了,HSK 7,
沒想到,HSK 4,TOCFL 3
沒意思,HSK 7,
沒收,HSK 6,TOCFL 5
沒有,HSK 1,TOCFL 2
沒法,HSK 4,
沒準兒,HSK 7,
沒用,HSK 3,
沒落,HSK 7,TOCFL 5
沒說的,HSK 7,
沒轍,HSK 7,
沒錯,HSK 4,
沒關係,HSK 1,TOCFL 1
沖,HSK 4,TOCFL 4
沖天,TOCFL 5,
沖洗,HSK 7,
沖淡,TOCFL 5,
沙,TOCFL 4,
沙啞,TOCFL 5,
沙子,HSK 3,TOCFL 4
沙拉,TOCFL 5,
沙漠,HSK 5,TOCFL 4
沙灘,HSK 7,TOCFL 4
沙發,HSK 3,TOCFL 1
沙龍,HSK 7,
沮喪,HSK 7,TOCFL 5
河,HSK 2,TOCFL 1
河流,HSK 7,TOCFL 4
河畔,HSK 7,
沸沸揚揚,HSK 7,
沸騰,HSK 7,TOCFL 5
油,HSK 2,TOCFL 2
油條,TOCFL 5,
油田,TOCFL 5,
油畫,HSK 7,
油膩,TOCFL 4,
治,HSK 4,TOCFL 4
治學,HSK 7,
治安,HSK 5,TOCFL 5
治本,TOCFL 5,
治標,TOCFL 5,
治理,HSK 5,TOCFL 5
治病,HSK 6,
治療,HSK 4,TOCFL 5
治癒,HSK 7,
沼澤,HSK 7,TOCFL 5
沽名釣譽,HSK 7,
沾,HSK 7,TOCFL 5
沾光,HSK 7,
沿,HSK 6,TOCFL 4
沿岸,HSK 7,
沿海,HSK 6,TOCFL 5
沿用,TOCFL 5,
沿線,HSK 7,
沿著,HSK 6,
沿襲,TOCFL 5,
沿途,HSK 7,TOCFL 5
況且,HSK 7,TOCFL 3
泄,HSK 7,
泄密,HSK 7,
泄氣,HSK 7,
泄漏,HSK 7,
泄露,HSK 7,
泉,HSK 5,
泉源,TOCFL 5,
法,HSK 4,
法人,TOCFL 5,
法令,TOCFL 5,
法制,HSK 5,TOCFL 5
法則,TOCFL 5,
法子,TOCFL 4,
法官,HSK 4,TOCFL 5
法定,TOCFL 5,
法庭,HSK 6,
法律,HSK 4,TOCFL 3
法治,TOCFL 5,
法規,HSK 5,
法語,HSK 6,
法院,HSK 4,TOCFL 4
泛濫,HSK 7,
泡,HSK 6,TOCFL 4
泡沫,HSK 7,TOCFL 5
波,TOCFL 5,
波動,HSK 6,TOCFL 4
波及,HSK 7,TOCFL 5
波折,HSK 7,
波浪,HSK 6,TOCFL 5
波濤,HSK 7,
波瀾,HSK 7,
泥,HSK 6,TOCFL 4
泥土,HSK 7,TOCFL 4
泥潭,HSK 7,
注,HSK 7,
注入,HSK 7,
注定,TOCFL 5,
注射,HSK 5,TOCFL 4
注意,HSK 3,TOCFL 1
注目,TOCFL 5,
注視,HSK 5,TOCFL 5
注重,HSK 5,TOCFL 5
泰斗,HSK 7,
洋,HSK 6,
洋溢,HSK 7,
洗,HSK 1,TOCFL 1
洗手間,HSK 1,TOCFL 1
洗滌劑,HSK 7,
